,age,birth_year,cause_of_death,death_month,death_year,famous_for,name,nationality,fame_score
2465,34,1976,shot,July,2010,basketball player,Lorenzen Wright,American,8.0
2466,74,1936,physician-assisted suicide,July,2010,lesbian theorist author and translator,MichÌ¬le Causse,French,13.0
2467,56,1954,shot,July,2010,drug lord,Ignacio Coronel Villarreal,Mexican,19.0
2468,55,1955,pancreatic cancer,July,2010,actor and comedian,AntÌ_nio Feio,Portuguese,3.0
2469,75,1935,after long illness,July,2010,politician MP,Sabina Mugabe,Zimbabwean,4.0
2470,92,1918,complications from Alzheimer's disease,July,2010,screenwriter,Bernie West,American,5.0
2471,66,1944,brain aneurysm,July,2010,mime artist,Lorene Yarnell,American,10.0
2472,110,1900,world's oldest professor,July,2010,nutritionist and biochemist,Zheng Ji,Chinese,2.0
2473,78,1932,coronary disease,July,2010,scenographer,Cyro Del Nero,Brazilian,1.0
2474,68,1942,cancer,July,2010,screenwriter,Tom Mankiewicz,American,17.0
2475,99,1911,after short illness,July,2010,music executive and television host,Mitch Miller,American,19.0
2476,79,1931,complications from Parkinson's disease,July,2010,actor,Dan Resin,American,3.0
2477,100,1910,natural causes,August,2010,art director and production designer,Robert F. Boyle,American,5.0
2478,28,1982,car accident,August,2010,heavy metal singer,Makh Daniels,American,6.0
2479,56,1954,apparent heart attack,August,2010,football player,James Hunter,American,4.0
2480,82,1928,cancer,August,2010,bluegrass bassist,Mitch Jayne,American,6.0
2481,83,1927,Alzheimer's disease,August,2010,psychologist and researcher,Ole Ivar Lovaas,Norwegian,17.0
2482,66,1944,lung cancer,August,2010,politician Leader of Sheffield City Council,Jan Wilson,British,4.0
2483,72,1938,lung cancer,August,2010,singer-songwriter,Bobby Hebb,American,6.0
2484,57,1953,stroke,August,2010,football player,Gary Johnson,American,8.0
2485,64,1946,cancer,August,2010,lawyer and politician Deputy Premier of Victoria,Jim Kennan,Australian,4.0
2486,62,1948,breast cancer,August,2010,politician Leader of the Tasmanian Opposition,Sue Napier,Australian,6.0
2487,66,1944,cancer,August,2010,guitarist,Catfish Collins,American,4.0
2488,62,1948,cancer,August,2010,musician,Chris Dedrick,American,5.0
2489,43,1967,after long illness,August,2010,film producer,Alex Johns,American,3.0
2490,53,1957,heart attack,August,2010,politician governor of Evenk Autonomous Okrug,Aleksandr Bokovikov,Russian,3.0
2491,79,1931,heart disease,August,2010,singer,Ted Kowalski,Canadian,9.0
2492,84,1926,lung cancer,August,2010,actress 1964 Academy Award winner,Patricia Neal,American,18.0
2493,87,1923,cancer,August,2010,musician and bandleader,Jack Parnell,British,4.0
2494,50,1960,heart attack,August,2010,actor,Tab Baker,American,3.0
2495,59,1951,brain tumor,August,2010,television boxing executive,Jay Larkin,American,8.0
2496,83,1927,founder and commander of the Selous Scouts,August,2010,African army officer,Ronald Reid-Daly,South,4.0
2497,86,1924,victim of 2010 Alaska plane crash,August,2010,politician Senator from Alaska,Ted Stevens,American,133.0
2498,67,1943,after long illness,August,2010,footballer,Brian Clark,English,7.0
2499,31,1979,colorectal cancer,August,2010,footballer,Adam Stansfield,English,48.0
2500,82,1928,heart failure and Parkinson's disease,August,2010,film and television producer,David L. Wolper,American,6.0
2501,68,1942,heart attack,August,2010,footballer,Ger Lagendijk,Dutch,5.0
2502,82,1928,lung cancer,August,2010,politician Representative from Illinois,Dan Rostenkowski,American,22.0
2503,64,1946,liver cancer,August,2010,drummer,Richie Hayward,American,4.0
2504,70,1940,pancreatic cancer,August,2010,actor,Paul Ryan Rudd,American,9.0
2505,34,1976,fishing accident,August,2010,footballer,Panagiotis Bahramis,Greek,5.0
2506,78,1932,peritoneal mesothelioma,August,2010,statistician and politician mayor of Corvallis Oregon,Helen Berg,American,2.0
2507,76,1934,heart attack,August,2010,Roman Catholic prelate Bishop of Le Mans,Jacques Maurice Faivre,French,3.0
2508,85,1925,complications from emphysema,August,2010,television writer,Edward Kean,American,4.0
2509,91,1919,pneumonia,August,2010,journalist and newscaster,Edwin Newman,American,6.0
2510,66,1944,cancer,August,2010,businessman,Jan ReinÌ´s,Norwegian,5.0
2511,89,1921,after short illness,August,2010,First Lady,Janaki Venkataraman,Indian,8.0
2512,78,1932,complications from pneumonia,August,2010,actress,Gloria Winters,American,11.0
2513,76,1934,lymphoma,August,2010,lawyer and politician District Attorney of Nassau County New York,Denis E. Dillon,American,2.0
2514,53,1957,heart attack,August,2010,musician,Robert Wilson,American,21.0
2515,86,1924,after long illness,August,2010,American baseball player,Bobby Thomson,Scottish-born,16.0
2516,82,1928,respiratory problems,August,2010,politician Prime Minister,Francesco Cossiga,Italian,22.0
2517,92,1918,natural causes,August,2010,marketer,C. Joseph Genster,American,2.0
2518,96,1914,pneumonia,August,2010,real estate developer,Don Graham,American,4.0
2519,38,1972,shot,August,2010,politician mayor of Santiago,Edelmiro Cavazos,Mexican,4.0
2520,79,1931,brain trauma,August,2010,hammer thrower Olympic gold medalist,Hal Connolly,American,7.0
2521,45,1965,suspected suicide,August,2010,African television presenter,Fiona Coyne,South,4.0
2522,64,1946,prostate cancer,August,2010,singer-songwriter,Kenny Edwards,American,3.0
2523,99,1911,pneumonia,August,2010,jurist Associate Justice of the Massachusetts Supreme Judicial Court,Benjamin Kaplan,American,5.0
2524,60,1950,heart attack,August,2010,musician,Michael Been,American,5.0
2525,66,1944,car accident,August,2010,actress,Ahna Capri,American,4.0
2526,93,1917,pneumonia,August,2010,television writer,Jackson Gillis,American,3.0
2527,43,1967,pancreatic cancer,August,2010,football player,Johnny Bailey,American,1.0
2528,22,1988,suicide by jumping,August,2010,musician,Charles Haddon,British,21.0
2529,72,1938,cancer,August,2010,actress,Gyda Hansen,Danish,3.0
2530,72,1938,respiratory ailment,August,2010,public television host,Jack Horkheimer,American,13.0
2531,89,1921,bishop of Helsinki,August,2010,Lutheran prelate,Samuel Lehtonen,Finnish,1.0
2532,58,1952,natural causes,August,2010,actress,Nancy Dolman,Canadian,8.0
2533,62,1948,asthma,August,2010,television news correspondent,Harold Dow,American,2.0
2534,23,1987,car crash,August,2010,beauty queen Binibining Pilipinas International,Melody Gersbach,Filipina,8.0
2535,85,1925,complications from hip surgery,August,2010,singer,Natalie Nevins,American,3.0
2536,89,1921,natural causes,August,2010,composer,George David Weiss,American,2.0
2537,46,1964,pancreatic cancer,August,2010,film director,Satoshi Kon,Japanese,54.0
2538,94,1916,pancreatic cancer,August,2010,politician Senator from Ohio,William B. Saxbe,American,8.0
2539,85,1925,pancreatic cancer,August,2010,banker and chairman,Daniel P. Davison,American,4.0
2540,55,1955,heart failure,August,2010,Olympic bronze medal-winning,Frank Baumgartl,German,3.0
2541,86,1924,heart attack,August,2010,Olympic silver medal-winning,Bob Maitland,British,14.0
2542,47,1963,tractor accident,August,2010,marketing executive,Jack Pitney,American,5.0
2543,48,1962,brain tumour,August,2010,photographer,Corinne Day,British,13.0
2544,67,1943,cardiac arrest,August,2010,Roman Catholic prelate archbishop of Hyderabad,Marampudi Joji,Indian,9.0
2545,103,1907,renal failure,August,2010,Orthodox Metropolitan of Florina,Augoustinos Kantiotes,Greek,4.0
2546,67,1943,President of the Supreme Court,August,2010,judge and diplomat,Louis Bastide,Malian,1.0
2547,79,1931,stroke,August,2010,filmmaker,Ary Fernandes,Brazilian,1.0
2548,80,1930,after short illness,August,2010,Lankan politician Minister of Buddhist Affairs,Lakshman Jayakody,Sri,3.0
2549,76,1934,politician and scholar,August,2010,Assyrian dissident,Mikhail Sado,Russian,6.0
2550,64,1946,heart failure and emphysema,August,2010,actor,Mick Lally,Irish,21.0
2551,78,1932,pulmonary disease,August,2010,director of the Screen Actors Guild,Ken Orsatti,American,1.0
2552,76,1934,lung cancer,September,2010,actress,Cammie King,American,4.0
2553,67,1943,cancer,September,2010,footballer,Jackie Sinclair,Scottish,3.0
2554,86,1924,cancer,September,2010,historian expert on Colombia,David Bushnell,American,8.0
2555,62,1948,car accident,September,2010,cellist,Mike Edwards,English,14.0
2556,60,1950,car accident,September,2010,stand-up comedian,Robert Schimmel,American,20.0
2557,84,1926,Alzheimer's disease,September,2010,film director,Clive Donner,British,3.0
2558,69,1941,heart attack,September,2010,football player,Bob Jencks,American,1.0
2559,74,1936,cancer,September,2010,politician MPP for Ottawa‰ÛÒRideau,Yvonne O'Neill,Canadian,7.0
2560,41,1969,cancer,September,2010,politician MNA for Kamouraska-TÌ©miscouata,Claude BÌ©chard,Canadian,7.0
2561,19,1991,traffic collision,September,2010,Olympic cross-country skier,Amar Garibovi€à,Serbian,2.0
2562,91,1919,Alzheimer's disease,September,2010,journalist,JoaquÌ_n Soler Serrano,Spanish,1.0
2563,58,1952,fall,September,2010,actor,Glenn Shadix,American,8.0
2564,36,1974,stroke related to acute myelogenous leukemia,September,2010,pop singer and songwriter,Rich Cronin,American,12.0
2565,70,1940,car accident,September,2010,businessman,Riccardo Sarfatti,Italian,1.0
2566,88,1922,stroke,September,2010,voice actress,Billie Mae Richards,Canadian,4.0
2567,78,1932,heart failure,September,2010,rhythm and blues singer,King Coleman,American,2.0
2568,86,1924,prostate cancer,September,2010,actor,Harold Gould,American,7.0
2569,75,1935,heart attack,September,2010,football player,Ron Kramer,American,30.0
2570,96,1914,natural causes,September,2010,actor,Kevin McCarthy,American,12.0
2571,22,1988,car accident,September,2010,footballer,Diego RodrÌ_guez Cano,Uruguayan,6.0
2572,56,1954,heart failure,September,2010,Canadian football player,Val Belcher,American-born,3.0
2573,66,1944,lung cancer,September,2010,journalist,Pietro Calabrese,Italian,1.0
2574,34,1976,cardiac arrest,September,2010,actor,Argiris Kavidas,Greek,1.0
2575,77,1933,amyotrophic lateral sclerosis,September,2010,politician MP for Cariboo‰ÛÓChilcotin,Lorne Greenaway,Canadian,1.0
2576,55,1955,septic shock,September,2010,politician involved in MensalÌ£o scandal,JosÌ© Janene,Brazilian,11.0
2577,86,1924,founder of Jovem Pan Radio,September,2010,businessman,Paulo Machado de Carvalho Filho,Brazilian,1.0
2578,45,1965,liver cancer,September,2010,musician,Francisco Ribeiro,Portuguese,3.0
2579,60,1950,complications from brain cancer,September,2010,soca musician,Arrow,Montserratian,4.0
2580,89,1921,stroke,September,2010,baseball player,Al LaMacchia,American,5.0
2581,76,1934,cancer,September,2010,artist and sculptor,Helen Escobedo,Mexican,13.0
2582,50,1960,stabbed,September,2010,politician,Imran Farooq,Pakistani,36.0
2583,96,1914,natural causes,September,2010,animator,Bill Littlejohn,American,15.0
2584,96,1914,heart failure,September,2010,author journalist and actor,James Bacon,American,4.0
2585,56,1954,after short illness,September,2010,football coach,Ì÷ystein GÌ´re,Norwegian,2.0
2586,92,1918,stroke,September,2010,fighter pilot Squadron Leader,Mohinder Singh Pujji,Indian,9.0
2587,86,1924,complications from a stroke,September,2010,resistance leader and shipping magnate,Inge Steensland,Norwegian,2.0
2588,73,1937,complications from a stroke,September,2010,jurist and politician,Ingjald Ì÷rbeck SÌürheim,Norwegian,6.0
2589,84,1926,cancer,September,2010,cartoonist,Stoo Hample,American,1.0
2590,78,1932,lung cancer,September,2010,painter,Ivan Kirkov,Bulgarian,1.0
2591,75,1935,presenter and politician,September,2010,songwriter professor writer,JosÌ© Antonio Labordeta,Spanish,1.0
2592,89,1921,pneumonia,September,2010,Academy Award-nominated screenwriter,Irving Ravetch,American,4.0
2593,86,1924,Auxiliary Bishop Emeritus of Salzburg,September,2010,Roman Catholic prelate,Jakob Mayr,Austrian,1.0
2594,23,1987,suicide by gunshot,September,2010,football player,Kenny McKinley,American,7.0
2595,97,1913,widow of William Boyd,September,2010,actress,Grace Bradley,American,7.0
2596,90,1920,stroke,September,2010,actor,John Crawford,American,2.0
2597,68,1942,lung cancer,September,2010,Roman Catholic prelate Bishop of Lausanne GenÌ¬ve et Fribourg,Bernard Genoud,Swiss,2.0
2598,52,1958,leukemia,September,2010,politician MLA for Okanagan West,Sindi Hawkins,Canadian,5.0
2599,84,1926,Auxiliary Bishop Emeritus of Wheeling-Charleston,September,2010,Roman Catholic prelate,James Edward Michaels,American,1.0
2600,79,1931,after long illness,September,2010,actress,Sandra Mondaini,Italian,2.0
2601,71,1939,stomach cancer,September,2010,Canadian actress,Jackie Burroughs,English-born,2.0
2602,49,1961,cancer,September,2010,playwright and screenwriter,Bridget O'Connor,British,2.0
2603,71,1939,cancer,September,2010,puppeteer,Van Snowden,American,3.0
2604,57,1953,air strike,September,2010,guerrilla,VÌ_ctor Julio SuÌÁrez Rojas,Colombian,13.0
2605,87,1923,cancer,September,2010,football team owner,Clinton Manges,American,7.0
2606,77,1933,liver cancer,September,2010,baseball player,Bob Shaw,American,2.0
2607,73,1937,lung cancer,September,2010,politician Vice President of the USSR,Gennady Yanayev,Russian,24.0
2608,82,1928,cancer,September,2010,Lucian jurist and politician Governor-General of Saint Lucia,Sir Vincent Floissac,Saint,2.0
2609,98,1912,natural causes,September,2010,actor and voice actor President of AFTRA,Art Gilmore,American,3.0
2610,95,1915,Alzheimer's disease,September,2010,Olympic speed skater,Delbert Lamb,American,3.0
2611,29,1981,car accident,September,2010,Olympic judoka,ZoltÌÁn PÌÁlkovÌÁcs,Slovak,1.0
2612,86,1924,prostate cancer,September,2010,politician California State Assemblyman,Victor Calvo,American,1.0
2613,83,1927,throat cancer,September,2010,football player,Stan Heath,American,1.0
2614,31,1979,apparent suicide by hanging,September,2010,rugby league player,Terry Newton,British,8.0
2615,100,1910,respiratory failure,September,2010,film actress,Gloria Stuart,American,127.0
2616,97,1913,painter and sculptor,September,2010,poet,Carmelo Arden Quin,Uruguayan,5.0
2617,56,1954,suspected heat exhaustion,September,2010,film editor,Sally Menke,American,21.0
2618,33,1977,liver cancer,September,2010,footballer member of national team,Orvin Cabrera,Honduran,5.0
2619,88,1922,heart failure,September,2010,film director and producer,Arthur Penn,American,11.0
2620,36,1974,cardiac arrest,September,2010,actress,Romina Yan,Argentine,5.0
2621,89,1921,heart failure,September,2010,film executive President of United Artists,Andy Albeck,American,8.0
2622,85,1925,cardiac arrest,September,2010,actor,Tony Curtis,American,50.0
2623,44,1966,accidental prescription drug overdose,September,2010,comedian,Greg Giraldo,American,63.0
2624,94,1916,pneumonia,September,2010,character actor,Joe Mantell,American,7.0
2625,69,1941,complications from melanoma,September,2010,TV producer and writer,Stephen J. Cannell,American,19.0
2626,77,1933,complications from a fall,October,2010,Roman Catholic bishop of Gibraltar,Charles Caruana,Gibraltarian,10.0
2627,85,1925,complications from hip surgery,October,2010,Emmy Award-winning director,Marshall Flaum,American,3.0
2628,66,1944,cancer,October,2010,diplomat,Michel Mathieu,French,1.0
2629,85,1925,heart attack,October,2010,screenwriter,William W. Norton,American,9.0
2630,77,1933,pulmonary fibrosis,October,2010,politician MP for Algoma,Maurice Foster,Canadian,2.0
2631,78,1932,lymphoma,October,2010,sportswriter,Maury Allen,American,2.0
2632,59,1951,cancer,October,2010,politician Newfoundland and Labrador MHA for Conception Bay East and Bell Island,Dianne Whalen,Canadian,3.0
2633,65,1945,cancer,October,2010,singer-songwriter founder of Renato e Seus Blue Caps,Ed Wilson,Brazilian,1.0
2634,87,1923,heart failure,October,2010,educator,William Birenbaum,American,8.0
2635,72,1938,heart attack,October,2010,racing driver and Formula One team principal,Peter Warr,British,9.0
2636,73,1937,cancer,October,2010,car designer,Roy Axe,British,6.0
2637,90,1920,natural causes,October,2010,African writer,Alba Bouwer,South,7.0
